Transpose,32,0.052378,0.052215,0.052567
Transpose,64,0.057955,0.057688,0.058162
Transpose,128,0.057683,0.057591,0.057882
Transpose,256,0.057363,0.057298,0.057482
Transpose,512,0.057226,0.057110,0.057617
Transpose,1024,0.049475,0.049365,0.049701
Shmem,32,0.048894,0.048757,0.049039
Shmem,64,0.057374,0.057282,0.057516
Shmem,128,0.057026,0.056940,0.057282
Shmem,256,0.057083,0.057018,0.057241
Shmem,512,0.056329,0.056230,0.056579
Shmem,1024,0.049554,0.049412,0.049709
Transpose,32,0.051610,0.051163,0.052642
Transpose,64,0.057895,0.057514,0.058259
Transpose,128,0.057370,0.057295,0.057580
Transpose,256,0.057359,0.056908,0.057594
Transpose,512,0.056800,0.056635,0.057042
Transpose,1024,0.049771,0.049616,0.049985
Shmem,32,0.049049,0.048851,0.049215
Shmem,64,0.057387,0.056995,0.057696
Shmem,128,0.057139,0.057076,0.057234
Shmem,256,0.056738,0.056641,0.056926
Shmem,512,0.056675,0.056108,0.056932
Shmem,1024,0.050016,0.049494,0.050138
Transpose,32,0.051359,0.050778,0.051955
Transpose,64,0.056712,0.056549,0.056910
Transpose,128,0.056500,0.056417,0.056628
Transpose,256,0.056173,0.056089,0.056361
Transpose,512,0.055848,0.055746,0.055957
Transpose,1024,0.048248,0.048089,0.048428
Shmem,32,0.047982,0.047861,0.048243
Shmem,64,0.056398,0.056314,0.056474
Shmem,128,0.055998,0.055894,0.056130
Shmem,256,0.055977,0.055706,0.056174
Shmem,512,0.055348,0.055255,0.055556
Shmem,1024,0.048570,0.048459,0.048961
Transpose,32,0.052127,0.051899,0.052703
Transpose,64,0.057813,0.057436,0.058036
Transpose,128,0.057635,0.057298,0.057882
Transpose,256,0.057412,0.057360,0.057511
Transpose,512,0.056657,0.056521,0.057068
Transpose,1024,0.049395,0.049119,0.049695
Shmem,32,0.049771,0.048799,0.052080
Shmem,64,0.057118,0.056939,0.057334
Shmem,128,0.056928,0.056752,0.057201
Shmem,256,0.057368,0.057251,0.057602
Shmem,512,0.056578,0.056260,0.056994
Shmem,1024,0.049333,0.049257,0.049450
Naive,32,0.058846,0.055769,0.061659
Naive,64,0.068593,0.067399,0.069778
Naive,128,0.067435,0.066736,0.069046
Naive,256,0.068781,0.067570,0.069940
Naive,512,0.075621,0.073055,0.077226
Naive,1024,0.082326,0.082106,0.082480
Transpose,32,0.047968,0.047813,0.048142
Transpose,64,0.057114,0.056908,0.057712
Transpose,128,0.056700,0.056534,0.056929
Transpose,256,0.057086,0.056961,0.057191
Transpose,512,0.056954,0.056626,0.057264
Transpose,1024,0.049501,0.049404,0.049703
Shmem,32,0.049941,0.049665,0.050500
Shmem,64,0.060359,0.060153,0.060526
Shmem,128,0.060536,0.060432,0.060837
Shmem,256,0.060351,0.060272,0.060478
Shmem,512,0.060362,0.060124,0.060644
Shmem,1024,0.060319,0.060106,0.060625
